Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
Certain conditions originating in the perinatal period (P00-P96),25-29 years,Not stated/Not on certificate,499 grams or less,1 - 23 hours,44.0,128.0,341.92,2003
Certain conditions originating in the perinatal period (P00-P96),25-29 years,Not stated/Not on certificate,500 - 999 grams,Under 1 hour,11.0,155.0,72.18 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),25-29 years,Not stated/Not on certificate,500 - 999 grams,1 - 23 hours,30.0,155.0,191.57,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,0 -  8 years,499 grams or less,Under 1 hour,13.0,48.0,277.20 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,0 -  8 years,499 grams or less,1 - 23 hours,25.0,48.0,511.38,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,0 -  8 years,500 - 999 grams,1 - 23 hours,16.0,185.0,88.85 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,0 -  8 years,500 - 999 grams,7 - 27 days,14.0,185.0,75.89 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,9 - 11 years,499 grams or less,Under 1 hour,31.0,128.0,245.34,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,9 - 11 years,499 grams or less,1 - 23 hours,58.0,128.0,452.97,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,9 - 11 years,500 - 999 grams,Under 1 hour,15.0,345.0,44.52 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,9 - 11 years,500 - 999 grams,1 - 23 hours,33.0,345.0,94.64,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,9 - 11 years,500 - 999 grams,1 - 6 days,14.0,345.0,41.57 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,9 - 11 years,500 - 999 grams,7 - 27 days,23.0,345.0,66.94,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,9 - 11 years,500 - 999 grams,28 - 364 days,11.0,345.0,32.13 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,12 years,499 grams or less,Under 1 hour,140.0,402.0,348.31,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,12 years,499 grams or less,1 - 23 hours,165.0,402.0,409.32,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,12 years,499 grams or less,1 - 6 days,24.0,402.0,60.33,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,12 years,500 - 999 grams,Under 1 hour,60.0,1306.0,45.9,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,12 years,500 - 999 grams,1 - 23 hours,120.0,1306.0,91.87,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,12 years,500 - 999 grams,1 - 6 days,65.0,1306.0,49.59,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,12 years,500 - 999 grams,7 - 27 days,49.0,1306.0,37.66,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,12 years,500 - 999 grams,28 - 364 days,20.0,1306.0,15.41,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,12 years,1000 - 1499 grams,1 - 23 hours,10.0,1541.0,6.57 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,13 - 15 years,499 grams or less,Under 1 hour,93.0,317.0,293.11,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,13 - 15 years,499 grams or less,1 - 23 hours,124.0,317.0,390.55,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,13 - 15 years,499 grams or less,1 - 6 days,18.0,317.0,57.33 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,13 - 15 years,499 grams or less,7 - 27 days,14.0,317.0,44.24 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,13 - 15 years,500 - 999 grams,Under 1 hour,47.0,1115.0,41.95,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,13 - 15 years,500 - 999 grams,1 - 23 hours,77.0,1115.0,68.97,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,13 - 15 years,500 - 999 grams,1 - 6 days,50.0,1115.0,44.58,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,13 - 15 years,500 - 999 grams,7 - 27 days,60.0,1115.0,54.0,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,13 - 15 years,500 - 999 grams,28 - 364 days,21.0,1115.0,18.92,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,13 - 15 years,3000 - 3499 grams,7 - 27 days,10.0,72899.0,0.14 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,499 grams or less,Under 1 hour,171.0,502.0,341.3,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,499 grams or less,1 - 23 hours,195.0,502.0,387.57,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,499 grams or less,1 - 6 days,15.0,502.0,30.16 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,499 grams or less,7 - 27 days,14.0,502.0,27.95 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,500 - 999 grams,Under 1 hour,65.0,1671.0,38.81,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,500 - 999 grams,1 - 23 hours,139.0,1671.0,83.18,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,500 - 999 grams,1 - 6 days,102.0,1671.0,61.32,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,500 - 999 grams,7 - 27 days,60.0,1671.0,36.04,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,500 - 999 grams,28 - 364 days,23.0,1671.0,13.83,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,1000 - 1499 grams,1 - 23 hours,19.0,2584.0,7.46 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,1000 - 1499 grams,1 - 6 days,18.0,2584.0,7.10 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,1000 - 1499 grams,7 - 27 days,18.0,2584.0,6.98 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,1500 - 1999 grams,1 - 23 hours,11.0,5667.0,1.97 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,1500 - 1999 grams,1 - 6 days,12.0,5667.0,2.15 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,2500 - 2999 grams,1 - 6 days,12.0,58850.0,0.21 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,3000 - 3499 grams,1 - 6 days,16.0,153758.0,0.11 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,16 years and over,3500 - 3999 grams,1 - 6 days,10.0,131807.0,0.08 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,Not stated/Not on certificate,499 grams or less,Under 1 hour,50.0,142.0,351.2,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,Not stated/Not on certificate,499 grams or less,1 - 23 hours,67.0,142.0,471.29,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,Not stated/Not on certificate,500 - 999 grams,Under 1 hour,14.0,140.0,101.50 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,Not stated/Not on certificate,500 - 999 grams,1 - 23 hours,34.0,140.0,242.7,2003
Certain conditions originating in the perinatal period (P00-P96),30-34 years,Not stated/Not on certificate,500 - 999 grams,1 - 6 days,16.0,140.0,115.62 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,0 -  8 years,499 grams or less,1 - 23 hours,11.0,30.0,381.31 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,0 -  8 years,500 - 999 grams,1 - 23 hours,13.0,146.0,91.28 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,0 -  8 years,500 - 999 grams,7 - 27 days,11.0,146.0,75.68 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,9 - 11 years,499 grams or less,Under 1 hour,15.0,49.0,312.11 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,9 - 11 years,499 grams or less,1 - 23 hours,21.0,49.0,437.91,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,9 - 11 years,500 - 999 grams,1 - 6 days,12.0,168.0,72.77 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,12 years,499 grams or less,Under 1 hour,54.0,184.0,292.54,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,12 years,499 grams or less,1 - 23 hours,82.0,184.0,447.44,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,12 years,500 - 999 grams,Under 1 hour,38.0,750.0,50.07,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,12 years,500 - 999 grams,1 - 23 hours,60.0,750.0,79.74,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,12 years,500 - 999 grams,1 - 6 days,28.0,750.0,37.87,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,12 years,500 - 999 grams,7 - 27 days,40.0,750.0,53.45,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,13 - 15 years,499 grams or less,Under 1 hour,58.0,165.0,349.04,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,13 - 15 years,499 grams or less,1 - 23 hours,56.0,165.0,337.39,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,13 - 15 years,500 - 999 grams,Under 1 hour,20.0,635.0,31.89,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,13 - 15 years,500 - 999 grams,1 - 23 hours,45.0,635.0,70.34,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,13 - 15 years,500 - 999 grams,1 - 6 days,24.0,635.0,38.46,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,13 - 15 years,500 - 999 grams,7 - 27 days,33.0,635.0,52.15,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,13 - 15 years,500 - 999 grams,28 - 364 days,14.0,635.0,22.15 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,16 years and over,499 grams or less,Under 1 hour,90.0,229.0,393.71,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,16 years and over,499 grams or less,1 - 23 hours,68.0,229.0,296.95,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,16 years and over,499 grams or less,1 - 6 days,14.0,229.0,61.75 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,16 years and over,500 - 999 grams,Under 1 hour,38.0,965.0,38.96,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,16 years and over,500 - 999 grams,1 - 23 hours,74.0,965.0,76.64,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,16 years and over,500 - 999 grams,1 - 6 days,47.0,965.0,48.53,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,16 years and over,500 - 999 grams,7 - 27 days,33.0,965.0,34.28,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,16 years and over,500 - 999 grams,28 - 364 days,18.0,965.0,18.78 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,16 years and over,1000 - 1499 grams,1 - 6 days,12.0,1563.0,7.79 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,16 years and over,1000 - 1499 grams,7 - 27 days,11.0,1563.0,7.08 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,16 years and over,3000 - 3499 grams,1 - 6 days,10.0,72985.0,0.14 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,Not stated/Not on certificate,499 grams or less,Under 1 hour,19.0,56.0,345.10 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,Not stated/Not on certificate,499 grams or less,1 - 23 hours,23.0,56.0,415.47,2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,Not stated/Not on certificate,500 - 999 grams,Under 1 hour,10.0,107.0,94.78 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),35-39 years,Not stated/Not on certificate,500 - 999 grams,1 - 23 hours,22.0,107.0,209.85,2003
Certain conditions originating in the perinatal period (P00-P96),40-44 years,12 years,499 grams or less,Under 1 hour,13.0,61.0,215.91 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),40-44 years,12 years,499 grams or less,1 - 23 hours,34.0,61.0,561.82,2003
Certain conditions originating in the perinatal period (P00-P96),40-44 years,12 years,500 - 999 grams,1 - 23 hours,15.0,174.0,87.37 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),40-44 years,13 - 15 years,499 grams or less,Under 1 hour,12.0,48.0,250.71 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),40-44 years,13 - 15 years,499 grams or less,1 - 23 hours,16.0,48.0,339.55 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),40-44 years,13 - 15 years,500 - 999 grams,1 - 23 hours,12.0,145.0,84.28 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),40-44 years,16 years and over,499 grams or less,Under 1 hour,12.0,63.0,193.33 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),40-44 years,16 years and over,499 grams or less,1 - 23 hours,26.0,63.0,416.8,2003
Certain conditions originating in the perinatal period (P00-P96),40-44 years,16 years and over,500 - 999 grams,1 - 23 hours,18.0,257.0,70.65 (Unreliable),2003
Certain conditions originating in the perinatal period (P00-P96),40-44 years,16 years and over,500 - 999 grams,7 - 27 days,11.0,257.0,42.92 (Unreliable),2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19 years,9 - 11 years,499 grams or less,Under 1 hour,27.0,403.0,67.73,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19 years,9 - 11 years,499 grams or less,1 - 23 hours,54.0,403.0,133.47,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19 years,9 - 11 years,500 - 999 grams,Under 1 hour,19.0,1607.0,11.92 (Unreliable),2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19 years,9 - 11 years,500 - 999 grams,1 - 23 hours,35.0,1607.0,21.53,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19 years,12 years,499 grams or less,Under 1 hour,29.0,282.0,104.4,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19 years,12 years,499 grams or less,1 - 23 hours,30.0,282.0,104.72,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19 years,12 years,500 - 999 grams,Under 1 hour,18.0,995.0,18.45 (Unreliable),2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19 years,12 years,500 - 999 grams,1 - 23 hours,11.0,995.0,11.25 (Unreliable),2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24 years,9 - 11 years,499 grams or less,Under 1 hour,30.0,346.0,87.55,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24 years,9 - 11 years,499 grams or less,1 - 23 hours,59.0,346.0,169.83,2003
