Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,499 or less,7 - 27,14.0,502,27.95,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,500 - 999,Under 1 hour,54.5,1671,38.81,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,500 - 999,1 - 23 hours,54.5,1671,83.18,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,500 - 999,1 - 6,54.5,1671,61.32,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,500 - 999,7 - 27,54.5,1671,36.04,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,500 - 999,28 - 364,23.0,1671,13.83,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,1000 - 1499,1 - 23 hours,19.0,2584,7.46,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,1000 - 1499,1 - 6,18.0,2584,7.1,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,1000 - 1499,7 - 27,18.0,2584,6.98,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,1500 - 1999,1 - 23 hours,11.0,5667,1.97,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,1500 - 1999,1 - 6,12.0,5667,2.15,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,2500 - 2999,1 - 6,12.0,31463,0.21,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,3000 - 3499,1 - 6,16.0,31463,0.11,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,3500 - 3999,1 - 6,10.0,31463,0.08,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,Not Stated,499 or less,Under 1 hour,50.0,142,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,Not Stated,499 or less,1 - 23 hours,54.5,142,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,Not Stated,500 - 999,Under 1 hour,14.0,140,101.5,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,Not Stated,500 - 999,1 - 23 hours,34.0,140,242.7,2003
Certain conditions originating in the perinatal period (P00-P96),30-34,Not Stated,500 - 999,1 - 6,16.0,140,115.62,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,0 -  8 years,499 or less,1 - 23 hours,11.0,30,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,0 -  8 years,500 - 999,1 - 23 hours,13.0,146,91.28,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,0 -  8 years,500 - 999,7 - 27,11.0,146,75.68,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Incomplete,499 or less,Under 1 hour,15.0,49,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Incomplete,499 or less,1 - 23 hours,21.0,49,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Incomplete,500 - 999,1 - 6,12.0,168,72.77,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,499 or less,Under 1 hour,54.0,184,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,499 or less,1 - 23 hours,54.5,184,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,500 - 999,Under 1 hour,38.0,750,50.07,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,500 - 999,1 - 23 hours,54.5,750,79.74,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,500 - 999,1 - 6,28.0,750,37.87,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,500 - 999,7 - 27,40.0,750,53.45,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,499 or less,Under 1 hour,54.5,165,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,499 or less,1 - 23 hours,54.5,165,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,500 - 999,Under 1 hour,20.0,635,31.89,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,500 - 999,1 - 23 hours,45.0,635,70.34,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,500 - 999,1 - 6,24.0,635,38.46,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,500 - 999,7 - 27,33.0,635,52.15,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,500 - 999,28 - 364,14.0,635,22.15,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,499 or less,Under 1 hour,54.5,229,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,499 or less,1 - 23 hours,54.5,229,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,499 or less,1 - 6,14.0,229,61.75,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,Under 1 hour,38.0,965,38.96,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,1 - 23 hours,54.5,965,76.64,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,1 - 6,47.0,965,48.53,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,7 - 27,33.0,965,34.28,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,28 - 364,18.0,965,18.78,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,1000 - 1499,1 - 6,12.0,1563,7.79,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,1000 - 1499,7 - 27,11.0,1563,7.08,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,3000 - 3499,1 - 6,10.0,31463,0.14,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,Not Stated,499 or less,Under 1 hour,19.0,56,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,Not Stated,499 or less,1 - 23 hours,23.0,56,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,Not Stated,500 - 999,Under 1 hour,10.0,107,94.78,2003
Certain conditions originating in the perinatal period (P00-P96),35-39,Not Stated,500 - 999,1 - 23 hours,22.0,107,209.85,2003
Certain conditions originating in the perinatal period (P00-P96),40-44,High School Graduate,499 or less,Under 1 hour,13.0,61,215.91,2003
Certain conditions originating in the perinatal period (P00-P96),40-44,High School Graduate,499 or less,1 - 23 hours,34.0,61,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),40-44,High School Graduate,500 - 999,1 - 23 hours,15.0,174,87.37,2003
Certain conditions originating in the perinatal period (P00-P96),40-44,Some College Education,499 or less,Under 1 hour,12.0,48,250.71,2003
Certain conditions originating in the perinatal period (P00-P96),40-44,Some College Education,499 or less,1 - 23 hours,16.0,48,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),40-44,Some College Education,500 - 999,1 - 23 hours,12.0,145,84.28,2003
Certain conditions originating in the perinatal period (P00-P96),40-44,College Graduate or Higher,499 or less,Under 1 hour,12.0,63,193.33,2003
Certain conditions originating in the perinatal period (P00-P96),40-44,College Graduate or Higher,499 or less,1 - 23 hours,26.0,63,261.32,2003
Certain conditions originating in the perinatal period (P00-P96),40-44,College Graduate or Higher,500 - 999,1 - 23 hours,18.0,257,70.65,2003
Certain conditions originating in the perinatal period (P00-P96),40-44,College Graduate or Higher,500 - 999,7 - 27,11.0,257,42.92,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Incomplete,499 or less,Under 1 hour,27.0,403,67.73,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Incomplete,499 or less,1 - 23 hours,54.0,403,133.47,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Incomplete,500 - 999,Under 1 hour,19.0,1607,11.92,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Incomplete,500 - 999,1 - 23 hours,35.0,1607,21.53,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Graduate,499 or less,Under 1 hour,29.0,282,104.4,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Graduate,499 or less,1 - 23 hours,30.0,282,104.72,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Graduate,500 - 999,Under 1 hour,18.0,995,18.45,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Graduate,500 - 999,1 - 23 hours,11.0,995,11.25,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Incomplete,499 or less,Under 1 hour,30.0,346,87.55,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Incomplete,499 or less,1 - 23 hours,54.5,346,169.83,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Incomplete,500 - 999,Under 1 hour,14.0,1213,11.65,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Incomplete,500 - 999,1 - 23 hours,26.0,1213,21.08,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,499 or less,Under 1 hour,54.5,733,95.47,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,499 or less,1 - 23 hours,54.5,733,121.72,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,500 - 999,Under 1 hour,34.0,2456,13.68,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,500 - 999,1 - 23 hours,50.0,2456,20.56,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,500 - 999,1 - 6,11.0,2456,4.5,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Some College Education,499 or less,Under 1 hour,29.0,361,81.34,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Some College Education,499 or less,1 - 23 hours,44.0,361,120.67,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Some College Education,500 - 999,Under 1 hour,15.0,1222,12.43,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Some College Education,500 - 999,1 - 23 hours,24.0,1222,19.81,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Not Stated,499 or less,Under 1 hour,11.0,119,93.46,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Not Stated,499 or less,1 - 23 hours,13.0,119,110.41,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Not Stated,500 - 999,Under 1 hour,10.0,148,68.86,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Incomplete,499 or less,Under 1 hour,10.0,169,59.82,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Incomplete,499 or less,1 - 23 hours,22.0,169,130.71,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Graduate,499 or less,Under 1 hour,54.5,528,124.95,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Graduate,499 or less,1 - 23 hours,54.5,528,116.84,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Graduate,500 - 999,Under 1 hour,22.0,1748,12.74,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Graduate,500 - 999,1 - 23 hours,38.0,1748,21.46,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,499 or less,Under 1 hour,44.0,401,108.49,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,499 or less,1 - 23 hours,53.0,401,130.93,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,500 - 999,Under 1 hour,15.0,1306,11.69,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,500 - 999,1 - 23 hours,21.0,1306,16.35,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,College Graduate or Higher,499 or less,Under 1 hour,46.0,291,156.63,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,College Graduate or Higher,499 or less,1 - 23 hours,38.0,291,131.94,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,College Graduate or Higher,500 - 999,Under 1 hour,14.0,1182,11.91,2003
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,College Graduate or Higher,500 - 999,1 - 23 hours,17.0,1182,14.52,2003
